,Target variable,Score
184,0,4.5875262e-07
185,0,4.21155e-07
186,0,7.5454695e-06
187,0,2.4921417e-06
188,0,1.3887403e-06
189,0,7.005576e-08
190,0,2.7029912e-05
191,0,5.4429374e-06
192,0,7.497286e-07
193,0,4.1739345e-06
194,0,1.8249544e-05
195,0,7.377178e-05
196,0,9.102731e-06
197,0,1.9907463e-06
198,0,2.5642616e-06
199,0,2.4383146e-06
200,0,1.4096359e-07
201,0,3.413099e-08
202,0,6.725378e-07
203,0,2.3299707e-07
204,0,8.382365e-06
205,0,4.6889414e-07
206,0,2.4565084e-06
207,0,0.00014158526
208,0,0.00017261089
209,0,5.980854e-07
210,0,6.135627e-07
211,0,1.2483232e-06
212,0,4.3027856e-07
213,0,2.4339656e-06
214,0,3.614917e-05
215,0,3.1764816e-05
216,0,4.680056e-06
217,0,9.38874e-08
218,0,1.1522577e-06
219,0,2.1317142e-05
220,0,4.0652335e-06
221,0,1.0402746e-06
222,0,1.5991976e-05
223,0,1.2570681e-06
224,0,4.345131e-05
225,0,1.4279578e-06
226,0,9.92352e-07
227,0,0.0018996819
228,0,1.3637314e-05
229,0,9.216524e-06
230,0,5.333998e-06
231,0,8.802072e-07
232,0,1.3628264e-05
233,0,3.3410233e-06
234,0,1.4744172e-07
235,0,1.2083927e-07
236,0,3.5197227e-05
237,0,2.0013092e-06
238,0,3.129466e-07
239,0,1.451917e-07
240,0,3.9026511e-07
241,0,1.3109353e-06
242,0,4.3924987e-07
243,0,2.7164315e-06
244,0,2.1795368e-06
245,0,2.4469628e-05
246,0,3.1091827e-06
247,0,1.718065e-06
248,0,7.2277355e-05
249,0,3.1670498e-07
250,0,2.4499548e-07
251,0,1.1935016e-07
252,0,1.4879512e-06
253,0,2.0154732e-06
254,0,0.0008259644
255,0,1.0938256e-06
256,0,4.008412e-07
257,0,1.2892872e-07
258,0,4.378519e-06
259,0,1.1210236e-06
260,0,1.4013366e-06
261,0,1.4237723e-06
262,0,2.747733e-08
263,0,1.671065e-07
264,0,2.8219058e-06
265,0,1.2081715e-07
266,0,9.7749684e-08
267,0,1.2768762e-06
268,0,2.8137474e-06
269,0,1.5917428e-07
270,0,1.680205e-05
271,0,5.314113e-07
272,0,1.1489841e-05
273,0,3.2866108e-06
274,0,2.7124706e-06
275,0,8.6647077e-07
276,0,1.2991753e-06
277,0,2.34122e-06
278,0,0.0025588765
279,0,3.7778342e-08
280,0,2.6827065e-05
281,0,0.00028241373
282,0,0.00010589517
283,0,1.914307e-06
284,0,1.5350051e-07
285,0,6.476171e-08
286,0,9.682049e-07
287,0,3.665268e-06
288,0,0.00024894348
289,0,1.0895249e-06
290,0,2.4701262e-07
291,0,1.5582117e-07
292,0,8.568471e-06
293,0,5.6966564e-06
294,0,1.6844315e-06
295,0,8.622113e-05
296,0,1.276536e-05
297,0,4.4861113e-06
298,0,1.3159918e-07
299,0,3.3673194e-07
300,0,0.00012771983
301,0,8.1040173e-07
302,0,0.00011117956
303,0,4.276522e-07
304,0,2.3638142e-06
305,0,2.0493422e-07
306,0,3.7778342e-08
307,0,5.368225e-06
308,0,3.581397e-07
309,0,0.00032771018
310,0,6.448056e-07
311,0,4.176029e-06
312,0,7.6406087e-07
313,0,1.0699631e-05
314,0,1.0131314e-05
315,0,5.9309723e-06
316,0,9.891068e-06
317,0,1.2133772e-06
318,0,6.5906005e-07
319,0,2.9694173e-05
320,0,6.569993e-08
321,0,1.0537066e-05
322,0,1.3834011e-07
323,0,9.586214e-08
324,0,1.9546433e-06
325,0,3.2022893e-07
326,0,2.1070501e-07
327,0,0.0069337967
328,0,1.926391e-07
329,0,1.0731935e-07
330,0,7.273706e-08
331,0,1.016544e-06
332,0,4.616665e-06
333,0,1.3631613e-08
334,0,3.0028086e-06
335,0,2.8163055e-05
336,0,1.6982183e-05
337,0,1.2824486e-06
338,0,2.305404e-06
339,0,3.0074207e-07
340,0,0.000102421865
341,0,0.05686659
342,0,4.1183273e-07
343,0,6.1431217e-07
344,0,1.5477069e-07
345,0,1.0500565e-06
346,0,1.16037455e-07
347,0,1.5084179e-07
348,0,3.836957e-06
349,0,6.476171e-08
350,0,1.5886486e-05
351,0,2.2584716e-05
352,0,2.8391792e-06
353,0,2.4559552e-07
354,0,1.0535784e-06
355,0,2.6470241e-08
356,0,1.9124646e-07
357,0,8.489417e-08
358,0,5.027852e-07
359,0,1.6161868e-05
360,0,2.037493e-06
361,0,0.00028913136
362,0,2.7130085e-05
363,0,1.5112158e-06
364,0,2.519792e-06
365,0,8.471721e-08
366,0,5.429111e-06
367,0,6.9078715e-06
368,0,3.3263723e-07
369,0,1.1655445e-06
370,0,4.0948944e-06
371,0,2.707013e-06
372,0,4.5127663e-06
373,0,1.2460966e-06
374,0,3.131147e-07
375,0,9.952874e-06
376,0,2.0737177e-06
377,0,3.5974588e-06
378,0,3.9821552e-06
379,0,1.6945968e-06
380,0,2.599347e-07
381,0,1.5023883e-06
382,0,3.7095092e-06
383,0,1.6227858e-07
384,0,1.4479556e-05
385,0,2.023454e-06
386,0,4.033083e-07
387,0,5.792361e-07
388,0,1.5502964e-07
389,0,6.936231e-07
390,0,4.7034255e-06
391,1,5.8473023e-07
392,0,1.7336487e-07
393,0,2.0723933e-06
394,0,5.439492e-06
395,0,1.483696e-06
396,0,4.260329e-07
397,0,8.008526e-07
398,0,7.382266e-05
399,0,1.4073728e-06
400,0,1.0637716e-06
401,0,3.0404594e-06
402,0,6.254446e-07
403,0,1.2584195e-07
404,0,2.2044495e-07
405,0,9.75618e-07
406,0,2.1442253e-07
407,0,3.5125754e-07
408,0,1.18212725e-07
409,0,1.458757e-06
410,0,7.287638e-06
411,0,2.0459715e-05
412,0,1.4604803e-06
413,0,3.945846e-07
414,0,3.8329024e-05
415,0,2.118806e-05
416,0,3.7591856e-06
417,0,1.558482e-05
418,0,4.6146492e-06
419,0,2.4899572e-08
420,0,1.1581535e-05
421,0,8.2746743e-07
422,0,4.6989644e-06
423,0,1.2414457e-06
424,0,7.086026e-07
425,0,3.1181235e-06
426,0,2.9715377e-06
427,0,8.361755e-08
428,0,3.771668e-07
429,0,5.8981386e-06
430,0,3.8982944e-06
431,0,1.3401853e-05
432,0,1.4225537e-05
433,0,4.5637708e-07
434,0,2.7775897e-07
435,0,2.1745352e-06
436,0,1.06324265e-07
437,0,8.242503e-08
438,0,9.00336e-07
439,0,2.4186631e-05
440,0,8.2460886e-08
441,0,1.1096298e-06
442,0,3.4489256e-07
443,0,4.250029e-05
444,0,1.1068038e-06
445,0,5.141276e-07
446,0,7.744938e-07
447,0,3.0131755e-06
448,0,4.791104e-07
449,0,2.0532272e-07
450,0,4.1969095e-05
451,0,1.4409277e-06
452,0,0.00032490047
453,0,1.8029506e-05
454,0,1.8691884e-06
455,0,2.0164382e-06
456,0,1.080742e-06
457,0,1.6050396e-06
458,0,2.596842e-07
459,0,4.9792515e-08
460,0,6.4509004e-06
461,0,1.2696582e-07
462,0,7.845607e-05
463,0,1.5938886e-08
464,0,5.627142e-07
465,0,2.2730016e-07
466,0,1.3066854e-06
467,0,1.4300565e-05
468,0,2.4365895e-07
469,0,5.453547e-06
470,0,0.00035896993
471,0,2.919312e-06
472,0,1.0740434e-07
473,0,1.4433056e-06
474,0,3.8701648e-07
475,0,2.8571773e-07
476,0,2.3239288e-06
477,0,1.7666449e-06
478,0,3.3295248e-06
479,0,1.9021707e-06
480,0,9.3052165e-08
481,0,2.7842253e-07
482,0,1.8476727e-05
483,0,1.1631538e-06
484,0,9.4076483e-07
485,0,2.7656633e-06
486,0,7.102575e-07
487,0,1.8344673e-06
488,0,7.385772e-05
489,0,5.922799e-06
490,0,1.522903e-05
491,0,2.6212285e-06
492,0,2.008037e-06
493,0,3.5958976e-07
494,0,3.436431e-06
495,0,2.8145041e-05
496,0,9.3230153e-07
497,0,8.7513854e-08
498,0,5.439306e-05
499,0,4.761582e-06
500,0,3.5820935e-07
501,0,1.004496e-06
502,0,1.4607256e-06
503,0,2.6267614e-06
504,0,2.7325737e-05
505,0,6.012846e-07
506,0,4.458286e-06
507,0,1.1058838e-05
508,0,7.301047e-08
509,0,1.3309689e-06
510,0,8.2781575e-08
511,0,4.2875745e-06
512,0,2.162514e-05
513,0,1.8700747e-06
514,0,4.180548e-06
515,0,0.0007390298
516,0,1.8005528e-06
517,0,6.0843263e-06
518,0,5.1710003e-07
519,0,1.8272878e-07
520,0,2.0744723e-07
521,0,9.689742e-07
522,0,0.00017250526
523,0,4.23809e-05
524,0,1.2897659e-06
525,0,1.7617039e-07
526,0,4.3192904e-06
527,0,4.653757e-06
528,0,5.3300635e-05
529,0,3.282955e-06
530,0,9.685825e-07
531,0,4.0661063e-05
532,0,5.3315784e-05
533,0,6.0150824e-06
534,0,2.1078952e-06
535,0,2.6595603e-07
536,0,4.8000857e-06
537,0,1.0313691e-05
538,0,2.2453173e-06
539,0,1.4953219e-05
540,0,1.532327e-06
541,1,0.9994261
542,0,2.9343819e-06
543,0,1.6273176e-05
544,0,2.9978241e-06
545,0,8.663155e-07
546,0,7.47494e-07
547,0,3.7484642e-07
548,0,8.5003194e-07
549,0,3.7012214e-05
550,0,5.110589e-06
551,0,8.414026e-06
552,0,2.5310536e-07
553,0,4.83238e-07
554,0,2.0446723e-05
555,0,1.681549e-07
556,0,4.377091e-06
557,0,9.2300915e-08
558,0,8.582733e-06
559,0,1.5001919e-07
560,0,1.1540106e-06
561,0,4.8472236e-07
562,0,1.3844212e-07
563,0,4.035898e-06
564,0,3.513916e-06
565,0,1.2806991e-07
566,0,2.6146324e-06
567,0,2.1528741e-07
568,0,5.4594225e-06
569,0,5.859589e-07
570,0,5.6859317e-06
571,0,0.00015748192
572,0,6.2107333e-06
573,0,8.1991703e-07
574,0,3.7024394e-05
575,0,1.3839384e-06
576,0,2.4775536e-06
577,0,2.7200604e-05
578,0,0.00025450948
579,0,4.5457872e-07
580,0,4.6839313e-07
581,0,6.021028e-06
582,0,1.7929174e-06
583,0,3.1197547e-07
584,0,2.3462107e-06
585,0,9.345118e-07
586,0,7.136067e-07
587,0,5.4298893e-05
588,0,0.000137932
589,0,8.647895e-06
590,0,2.9159255e-06
591,0,4.8389745e-07
592,0,3.5916852e-07
593,0,3.4566612e-05
594,0,3.222973e-07
595,0,1.743133e-06
596,0,1.7364743e-08
597,0,3.6668167e-05
598,0,1.1679846e-06
599,0,4.32557e-08
600,0,3.4248947e-06
601,0,5.155586e-06
602,0,5.1842642e-05
603,0,4.1641835e-07
604,0,1.3385389e-06
605,0,1.1087941e-06
606,0,5.1574447e-05
607,0,0.00014542941
608,0,4.6689107e-07
609,0,0.00067930145
610,0,1.6863282e-06
611,0,3.4409168e-06
612,0,9.739641e-07
613,0,1.8642896e-07
614,0,1.4926242e-06
615,0,1.422589e-05
616,0,0.0035103187
617,0,1.3012712e-05
618,0,5.8124368e-08
619,0,1.1354899e-05
620,0,1.6767513e-06
621,0,0.00022709859
622,0,1.434891e-07
623,0,6.984126e-05
624,0,3.766528e-07
625,0,1.0622707e-05
626,0,7.1173413e-06
627,0,1.7262954e-07
628,0,1.07768365e-07
629,0,3.028425e-07
630,0,2.806046e-07
631,0,3.5914497e-06
632,0,2.6387721e-05
633,0,7.8255755e-07
634,0,3.577522e-05
635,0,7.6312074e-07
636,0,3.2011521e-06
637,0,1.8039904e-07
638,0,0.0056465385
639,0,3.6947376e-06
640,0,1.6607999e-05
641,0,1.5948076e-06
642,0,3.761341e-06
643,0,2.7142744e-06
644,0,3.1154912e-07
645,0,1.784671e-06
646,0,2.9429947e-07
647,0,2.5181867e-05
648,0,2.4996846e-06
649,0,7.030962e-06
650,0,4.295215e-06
651,0,6.6601666e-07
652,0,7.291017e-06
653,0,8.3621836e-07
654,0,7.8444515e-08
655,0,0.0001037667
656,0,5.4749435e-05
657,0,2.8198184e-07
658,0,1.2684768e-05
659,0,6.9519393e-07
660,0,3.825747e-07
661,0,2.8272582e-06
662,0,2.9346455e-07
663,0,3.231207e-06
664,0,2.5688897e-07
665,0,1.5563686e-06
666,0,6.6913635e-06
667,0,2.493449e-06
668,0,2.2196255e-07
669,0,8.4721546e-07
670,0,2.6646812e-06
671,0,2.258407e-05
672,0,1.6849788e-05
673,0,4.045954e-07
674,0,1.9523111e-05
675,0,2.5900308e-06
676,0,0.0015486866
677,0,3.8089063e-06
678,0,8.2829257e-07
679,0,1.9342257e-05
680,0,0.0004450892
681,0,3.861707e-06
682,0,1.0705812e-06
683,0,3.9152656e-06
684,0,8.2157953e-07
685,0,1.0937599e-06
686,0,3.734947e-06
687,0,6.186457e-07
688,0,2.109805e-05
689,0,3.903321e-07
690,0,1.19295955e-05
691,0,8.7434074e-07
692,0,6.7487974e-07
693,0,2.2216374e-05
694,0,2.6649303e-07
695,0,5.2476355e-07
696,0,2.8832296e-06
697,0,1.3351387e-05
698,0,9.1461015e-07
699,0,1.2096115e-07
700,0,1.969551e-06
701,0,2.126335e-06
702,0,2.2702575e-06
703,0,3.922726e-07
704,0,8.89432e-06
705,0,1.7815033e-07
706,0,1.997953e-08
707,0,7.850992e-06
708,0,1.518946e-06
709,0,3.0215494e-06
710,0,1.7937896e-06
711,0,0.000111148714
712,0,5.195353e-06
713,0,5.691715e-06
714,0,4.4046973e-07
715,0,5.3072296e-07
716,0,4.8005353e-05
717,0,2.2114975e-05
718,0,8.106035e-07
719,0,2.795202e-06
720,0,2.5054982e-07
721,0,2.2701452e-05
722,0,1.222741e-06
723,0,1.7640908e-05
724,0,3.42347e-07
725,0,9.394186e-08
726,0,2.4264464e-05
727,0,2.3139828e-05
728,0,8.1200255e-08
729,0,6.716329e-06
730,0,2.0883473e-07
731,0,2.0014442e-05
732,0,1.6166179e-07
733,0,7.9103035e-07
734,0,1.5875663e-06
735,0,1.1450033e-07
736,0,1.6611708e-06
737,0,1.3629066e-08
738,0,1.9709678e-06
739,0,2.815084e-06
740,0,6.31188e-07
741,0,4.9372243e-08
742,0,8.798566e-06
743,0,3.5987352e-06
744,0,2.5633582e-08
745,0,2.2340791e-05
746,0,4.441281e-07
747,0,2.996995e-06
748,0,1.1493482e-06
749,0,2.422368e-07
750,0,5.5023193e-06
751,0,2.1641954e-08
752,0,7.3013723e-07
753,0,0.0020662802
754,0,9.878462e-07
755,0,1.3057248e-06
756,0,3.2057405e-06
757,0,1.3525047e-05
758,0,4.9150697e-07
759,0,6.7344417e-06
760,0,8.277242e-08
761,0,5.808896e-06
762,0,8.2484476e-08
763,0,0.00031725585
764,0,3.0905063e-05
765,0,6.0313096e-06
766,0,7.2283683e-06
767,0,3.2275084e-06
768,0,3.4994508e-05
769,0,1.1084421e-06
770,0,1.2758952e-06
771,0,1.0283217e-06
772,0,1.6887416e-05
773,0,6.152263e-05
774,0,9.024472e-06
775,0,1.3199146e-07
776,0,7.177402e-08
777,0,3.0650904e-07
778,0,3.702275e-06
779,0,6.647045e-08
780,0,4.562086e-08
781,0,6.6317484e-06
782,0,4.8911005e-07
783,0,9.412947e-08
784,0,2.1781777e-06
785,0,3.63697e-07
786,0,0.00011728068
787,0,3.2352157e-06
788,0,4.7168205e-06
789,0,2.3182879e-07
790,0,3.475694e-07
791,0,2.927732e-08
792,0,2.1542617e-06
793,0,6.22809e-07
794,0,6.986791e-05
795,0,8.620855e-05
796,0,3.1673828e-09
797,0,2.2517619e-05
798,0,2.92115e-08
799,0,1.955997e-06
800,0,1.0478199e-06
801,0,8.026862e-07
802,0,5.0787894e-06
803,0,2.7734816e-07
804,0,1.1154334e-06
805,0,1.0277286e-06
806,0,2.1944472e-06
807,0,4.048384e-06
808,0,3.0479985e-05
809,0,1.4169929e-05
810,0,5.358954e-07
811,0,0.0001002619
812,0,9.538953e-07
813,0,2.2664192e-07
814,0,2.846893e-06
815,0,3.956687e-07
816,0,1.6916388e-07
817,0,1.3549963e-05
818,0,4.4376793e-06
819,0,3.3850001e-06
820,0,1.5405458e-05
821,0,1.7124152e-07
822,0,2.6928358e-06
823,0,1.0698678e-06
824,0,6.543625e-06
825,0,0.00028335743
826,0,3.826371e-06
827,0,3.0304523e-06
828,0,9.030835e-06
829,0,6.5692217e-07
830,0,7.2721414e-05
831,0,4.948732e-07
832,0,2.3411128e-06
833,0,3.7374313e-05
834,0,3.690677e-06
835,0,2.5871846e-06
836,0,2.0604098e-06
837,0,3.2049962e-07
838,0,1.5705227e-06
839,0,9.5263335e-09
840,0,3.331903e-07
841,0,9.714284e-06
842,0,1.7570189e-06
843,0,5.5606943e-06
844,0,1.4828565e-05
845,0,2.6682999e-06
846,0,6.435008e-07
847,0,5.3251824e-08
848,0,4.0862238e-07
849,0,2.458946e-06
850,0,1.7449761e-07
851,0,2.8116551e-06
852,0,1.6524693e-05
853,0,0.00034220045
854,0,3.8798394e-06
855,0,1.5601016e-06
856,0,1.3589072e-07
857,0,8.515461e-08
858,0,9.7166e-08
859,0,3.9184893e-06
860,0,9.1851725e-06
861,0,5.878384e-06
862,0,1.8166261e-06
863,0,1.3197878e-06
864,0,3.6385381e-07
865,0,1.6356789e-07
866,0,3.3090284e-06
867,0,8.64161e-07
868,0,4.5399916e-06
869,0,1.0102187e-06
870,0,3.1838588e-06
871,0,3.1536333e-06
872,0,3.0499203e-05
873,0,7.2064125e-07
874,0,1.4534857e-06
875,0,5.314178e-07
876,0,1.8735359e-06
877,0,2.5055842e-05
878,0,4.05998e-06
879,0,1.7132063e-05
880,0,2.5836514e-05
881,0,1.5121774e-06
882,0,3.2010863e-07
883,0,7.6400094e-05
884,0,3.0166667e-08
885,0,1.3907814e-06
886,0,1.2552149e-06
887,0,2.5948098e-05
888,0,2.914441e-06
889,0,0.00021490022
890,0,5.9120885e-07
891,0,2.661081e-05
892,0,2.1116225e-07
893,0,1.15628845e-05
894,0,3.7862062e-06
895,0,1.3501184e-06
896,0,1.9370924e-05
897,0,1.4089588e-06
898,0,8.96195e-07
899,0,3.0679262e-06
900,0,2.5207194e-07
901,0,4.2959705e-08
902,0,7.500948e-07
903,0,1.2381871e-06
904,0,1.6002176e-06
905,0,1.1805629e-06
906,0,1.5769281e-07
907,0,5.9003725e-07
908,0,1.2331255e-07
909,0,8.4219687e-07
910,0,0.00037552326
911,0,0.00034236754
912,0,7.814389e-07
913,0,2.4199828e-05
914,0,1.2049006e-06
915,0,9.097152e-07
916,0,1.2563714e-05
917,0,4.742345e-06
918,0,1.18212725e-07
919,0,1.0219162e-05
920,0,3.36972e-06
921,0,4.1780327e-06
922,0,1.1827502e-06
923,0,1.4588848e-07
924,0,9.597923e-08
925,0,1.4157341e-05
926,0,8.194112e-07
927,0,2.9921068e-07
928,0,2.7786362e-07
929,0,8.120573e-06
930,0,7.4203817e-06
931,0,5.898241e-08
932,0,5.413454e-07
933,0,9.052676e-07
934,0,4.5728282e-07
935,0,4.067839e-06
936,0,6.081008e-06
937,0,3.968091e-05
938,0,1.556805e-06
939,0,1.1586605e-05
940,0,9.36459e-06
941,0,9.5146135e-07
942,0,7.52892e-07
943,0,1.7311753e-07
944,0,1.3168334e-05
945,0,6.842862e-08
946,0,5.47533e-06
947,0,1.8160059e-06
948,0,1.269129e-05
949,0,1.7068007e-05
950,0,9.837632e-07
951,0,2.871223e-07
952,0,3.2755293e-07
953,0,1.1399429e-06
954,0,1.0162987e-06
955,0,8.812656e-07
956,0,1.5339194e-05
957,0,1.3983822e-06
958,0,5.1346217e-07
959,0,9.148823e-07
960,0,1.6831854e-06
961,0,1.4079417e-07
962,0,1.09628445e-07
963,0,9.822402e-08
964,0,2.014062e-05
965,0,2.2400945e-06
966,0,8.770853e-06
967,0,1.5582117e-07
968,0,3.841603e-08
969,0,4.43464e-07
970,0,7.097598e-07
971,0,1.9807605e-06
972,0,1.6554964e-06
973,0,5.783066e-05
974,0,7.042095e-07
975,0,1.512529e-07
976,0,3.8034067e-08
977,0,1.0840227e-05
978,0,7.4784807e-06
979,0,1.829532e-07
980,0,5.1873093e-07
981,0,9.71597e-08
982,0,2.1523178e-07
983,0,1.196092e-06
984,0,5.694108e-07
985,0,8.667849e-07
986,0,6.5732326e-07
987,0,0.0002085428
988,0,4.7052868e-07
989,0,2.7020428e-06
990,0,3.7465804e-06
991,0,6.5164215e-07
992,0,3.6340336e-06
993,0,1.7712675e-07
994,0,3.9404495e-07
995,0,1.8741993e-07
996,0,2.5615593e-05
997,0,1.2657375e-07
998,0,3.111348e-06
999,0,7.119271e-07
1000,0,3.6448982e-05
1001,0,2.05205e-06
1002,0,5.0487387e-07
1003,0,1.3571012e-08
1004,0,6.14096e-07
1005,0,1.1905584e-07
1006,0,1.9357704e-07
1007,0,2.7946583e-06
1008,0,2.4073693e-06
1009,0,4.773176e-06
1010,0,3.9198315e-07
1011,0,8.397919e-06
1012,0,1.0513481e-06
1013,0,5.4862267e-07
1014,0,4.9756486e-06
1015,0,3.750445e-07
1016,0,2.0456139e-06
1017,0,1.2454765e-06
1018,0,5.9775175e-06
1019,0,3.8299123e-07
1020,0,4.4013169e-07
1021,0,1.1251266e-05
1022,0,1.4521237e-06
1023,0,5.71568e-07
1024,0,1.2746601e-05
1025,0,5.9777285e-06
1026,0,7.222404e-08
1027,0,4.423624e-07
1028,0,3.463127e-08
1029,0,3.846336e-06
1030,0,2.5329828e-07
1031,0,4.5132488e-06
1032,0,7.847399e-06
1033,0,1.8884396e-07
1034,0,0.00020534142
1035,0,2.3919222e-06
1036,0,1.1629141e-06
1037,0,3.3158062e-07
1038,0,3.362491e-06
1039,0,3.5289844e-07
1040,0,6.9667266e-07
1041,0,5.2506085e-08
1042,0,2.2512637e-05
1043,0,8.690282e-06
1044,0,2.9317496e-06
1045,0,9.234139e-07
1046,0,1.1111865e-05
1047,0,7.459655e-05
1048,0,1.9761947e-06
1049,0,2.010657e-07
1050,0,7.822599e-06
1051,0,0.00010513862
1052,0,1.4027552e-06
1053,0,1.5773162e-07
1054,0,3.2200788e-07
1055,0,8.7102256e-07
1056,0,1.6517934e-07
1057,0,2.4652763e-06
1058,0,5.773346e-06
1059,0,1.7172086e-07
1060,0,4.7938045e-07
1061,0,3.2468527e-06
1062,0,1.3606849e-05
1063,0,4.3141736e-06
1064,0,3.8206466e-07
1065,0,0.00017999778
1066,0,8.3367795e-06
1067,0,3.274373e-08
1068,0,2.2941879e-06
1069,0,5.7219904e-07
1070,0,2.993065e-06
1071,0,1.4093324e-06
1072,0,1.396019e-05
1073,0,3.7126028e-06
1074,0,6.565714e-07
1075,0,1.4580808e-05
1076,0,1.4197332e-06
1077,0,2.2360742e-05
1078,0,2.6911748e-06
1079,0,1.9916808e-06
1080,0,1.2380641e-05
1081,0,6.137342e-07
1082,0,1.3633611e-06
1083,0,8.6457995e-08
1084,0,4.3799857e-05
1085,0,1.6860179e-07
1086,0,2.4347896e-06
1087,0,0.00010793638
1088,0,1.2200643e-06
1089,0,5.7083707e-06
1090,0,3.6606387e-08
1091,0,1.543213e-07
1092,0,3.3727038e-06
1093,0,3.7982961e-06
1094,0,7.720219e-07
1095,0,1.891303e-06
1096,0,4.7237882e-07
1097,0,1.1262089e-06
1098,0,3.914241e-05
1099,0,4.3816001e-07
1100,0,4.6822747e-06
